id,topic,style,type,ko,en,model,prompt_version,created_at,split
4788,스포츠,대화체,원인·결과문,경기가 치열하니까 긴장해야 해.,You need to stay alert since the match is intense.,gpt-4o-mini,v2_structured,20251205_160208,train
2389,업무,대화체,복문,넌 그 프로젝트에 대해 어떻게 생각해?,What do you think about that project?,gpt-4o-mini,v2_structured,20251205_160208,train
1731,식당,감정 표현 스타일,복문,이곳의 디저트는 정말 맛있다고 들었어.,I've heard that the desserts here are truly delicious.,gpt-4o-mini,v2_structured,20251205_160208,train
1148,건강,뉴스 기사체,조건문,비타민 D를 섭취하면 뼈 건강에 도움이 된다.,Taking vitamin D is beneficial for bone health.,gpt-4o-mini,v2_structured,20251205_160208,train
9118,사회/뉴스,문어체(보고서 스타일),원인·결과문,기후 변화로 인해 극단적인 날씨가 빈번해졌다.,Extreme weather events have become more frequent due to climate change.,gpt-4o-mini,v2_structured,20251205_160208,train
3704,시간관리,조언/상담 스타일,조건문,시간을 잘 관리하면 목표를 더 빨리 이룰 수 있어.,"If you manage your time well, you can achieve your goals faster.",gpt-4o-mini,v2_structured,20251205_160208,train
5351,기후/날씨,SNS 스타일,복문,주말에 소풍 가고 싶은데 날씨가 걱정이야.,"I want to go on a picnic this weekend, but I'm worried about the weather.",gpt-4o-mini,v2_structured,20251205_160208,train
5839,교통,SNS 스타일,조건문,주말에 차가 많이 막히면 일찍 출발해.,"If traffic is heavy on weekends, leave early.",gpt-4o-mini,v2_structured,20251205_160208,train
7792,직장 관계,뉴스 기사체,조건문,상사가 직원의 의견을 존중하면 신뢰가 쌓인다.,"When a manager respects the opinions of employees, trust is built.",gpt-4o-mini,v2_structured,20251205_160208,train
3949,감정표현,SNS 스타일,비교문,행복은 작은 일에서 오는 것 같아.,Happiness seems to come from the little things.,gpt-4o-mini,v2_structured,20251205_160208,train
4976,스포츠,뉴스 기사체,명령/요청문,자전거 경주에서 승리하려면 전략이 중요해.,Strategy is crucial to win in a cycling race.,gpt-4o-mini,v2_structured,20251205_160208,train
8105,IT/AI,대화체,비교문,데이터 분석은 직관보다 더 객관적인 결정을 가능하게 해.,Data analysis allows for more objective decisions than intuition.,gpt-4o-mini,v2_structured,20251205_160208,train
7093,문화/예술,고객센터 안내 스타일,비교문,서양의 현대 미술은 다양한 실험을 통해 발전해왔어요.,Western contemporary art has evolved through various experiments.,gpt-4o-mini,v2_structured,20251205_160208,train
3298,교육,고객센터 안내 스타일,조건문,대학원 진학을 고민하고 있다면 상담을 받아보세요.,"If you are considering graduate school, seek advice from an advisor.",gpt-4o-mini,v2_structured,20251205_160208,train
2320,기술,고객센터 안내 스타일,단문,설정에서 언어를 변경할 수 있습니다.,You can change the language in the settings.,gpt-4o-mini,v2_structured,20251205_160208,train
5115,스포츠,조언/상담 스타일,복문,다양한 운동을 시도해 보면서 자신의 취향을 찾는 것도 좋아요.,It's also great to explore different types of exercise to find what you enjoy.,gpt-4o-mini,v2_structured,20251205_160208,train
7757,직장 관계,SNS 스타일,원인·결과문,협업이 원활하니까 목표 달성이 쉬워.,"Since collaboration is smooth, achieving our goals is easier.",gpt-4o-mini,v2_structured,20251205_160208,train
4863,스포츠,SNS 스타일,단문,이겼을 때 기분이 최고였어!,I felt amazing when we won!,gpt-4o-mini,v2_structured,20251205_160208,train
2604,업무,뉴스 기사체,원인·결과문,기술 도입이 업무의 효율성을 높일 수 있다.,The introduction of technology can increase work efficiency.,gpt-4o-mini,v2_structured,20251205_160208,train
1457,식당,대화체,비교문,이 메뉴는 저 메뉴보다 가격이 비쌉니다.,This dish is more expensive than the other one.,gpt-4o-mini,v2_structured,20251205_160208,train
5772,교통,문어체(보고서 스타일),복문,지하철은 빠르고 편리한 이동 방법입니다.,Subways are a fast and convenient way to travel.,gpt-4o-mini,v2_structured,20251205_160208,train
5377,기후/날씨,SNS 스타일,원인·결과문,비가 많이 와서 우산을 챙겼어요.,"Since it's raining heavily, I took my umbrella.",gpt-4o-mini,v2_structured,20251205_160208,train
1722,식당,감정 표현 스타일,단문,오늘 특별 메뉴가 뭐예요?,What’s the special menu for today?,gpt-4o-mini,v2_structured,20251205_160208,train
3280,교육,고객센터 안내 스타일,단문,졸업 요건은 무엇인가요?,What are the requirements for graduation?,gpt-4o-mini,v2_structured,20251205_160208,train
6250,고객센터,문어체(보고서 스타일),조건문,고객님이 제공해 주신 정보는 안전하게 보호됩니다.,The information provided by the customer will be securely protected.,gpt-4o-mini,v2_structured,20251205_160208,train
8710,자기계발,SNS 스타일,원인·결과문,긍정적인 생각을 하면 에너지가 생겨.,Having a positive mindset gives you a boost of energy.,gpt-4o-mini,v2_structured,20251205_160208,train
4360,경제/금융,문어체(보고서 스타일),비교문,환율 변동은 수출입에 직접적인 영향을 미친다.,Fluctuations in exchange rates directly affect imports and exports.,gpt-4o-mini,v2_structured,20251205_160208,train
488,일상생활,대화체,복문,주말에는 뭐 할 계획이야?,What do you have planned for the weekend?,gpt-4o-mini,v2_structured,20251205_160208,train
2971,교육,SNS 스타일,단문,학교 가는 길이 너무 멀어.,The way to school is so far.,gpt-4o-mini,v2_structured,20251205_160208,train
7685,직장 관계,문어체(보고서 스타일),비교문,상사는 부하직원의 의견을 귀담아 들어야 합니다.,A manager should listen attentively to the opinions of their subordinates.,gpt-4o-mini,v2_structured,20251205_160208,train
5791,교통,문어체(보고서 스타일),비교문,고속도로는 도시 간 이동을 더 빠르게 해줍니다.,Highways allow for faster travel between cities.,gpt-4o-mini,v2_structured,20251205_160208,train
6196,고객센터,대화체,조건문,이메일로 문의하면 더 빠른 답변을 받을 수 있어요.,"If you inquire via email, you will receive a quicker response.",gpt-4o-mini,v2_structured,20251205_160208,train
5279,기후/날씨,문어체(보고서 스타일),단문,온실가스 배출을 줄이는 것이 필요하다.,It is essential to reduce greenhouse gas emissions.,gpt-4o-mini,v2_structured,20251205_160208,train
4353,경제/금융,문어체(보고서 스타일),조건문,정치적 불안이 계속된다면 경제에 부정적인 영향을 미칠 것이다.,"If political instability continues, it will negatively impact the economy.",gpt-4o-mini,v2_structured,20251205_160208,train
4396,경제/금융,SNS 스타일,복문,주식 시장이 불안정하니 투자에 신중해야 해.,"Since the stock market is unstable, we need to be cautious with investments.",gpt-4o-mini,v2_structured,20251205_160208,train
7929,직장 관계,감정 표현 스타일,원인·결과문,"사무실에서 늘 웃는 얼굴을 보여주면, 동료들도 편해져요.","When you consistently show a smiling face in the office, your colleagues feel more at ease.",gpt-4o-mini,v2_structured,20251205_160208,train
4393,경제/금융,SNS 스타일,단문,소비자 신뢰가 중요한 이유가 뭐야?,What’s the reason consumer confidence is so important?,gpt-4o-mini,v2_structured,20251205_160208,train
8236,IT/AI,SNS 스타일,원인·결과문,자동화가 진행되면 생산성이 높아질 거야.,"As automation progresses, productivity will increase.",gpt-4o-mini,v2_structured,20251205_160208,train
4340,경제/금융,문어체(보고서 스타일),복문,주식 시장의 상승세는 투자자들에게 기회를 제공합니다.,The upward trend in the stock market offers opportunities for investors.,gpt-4o-mini,v2_structured,20251205_160208,train
7477,쇼핑,조언/상담 스타일,단문,가끔은 오프라인 매장도 가봐.,"Sometimes, it's good to visit physical stores.",gpt-4o-mini,v2_structured,20251205_160208,train
5479,기후/날씨,기술 설명체,조건문,"강한 바람이 불면, 나뭇가지가 부러질 수 있다.","If strong winds blow, branches may break.",gpt-4o-mini,v2_structured,20251205_160208,train
9220,사회/뉴스,뉴스 기사체,조건문,"사람들이 적극적으로 참여한다면, 더 나은 결과를 얻을 수 있다.","If people actively participate, better results can be achieved.",gpt-4o-mini,v2_structured,20251205_160208,train
1784,식당,조언/상담 스타일,단문,특별한 날에 가면 좋아.,It's a great place to celebrate special occasions.,gpt-4o-mini,v2_structured,20251205_160208,train
7830,직장 관계,기술 설명체,단문,팀워크는 성공의 열쇠입니다.,Teamwork is the key to success.,gpt-4o-mini,v2_structured,20251205_160208,train
7140,쇼핑,대화체,조건문,배송이 빨라지면 더 좋을 텐데.,It would be better if the delivery were faster.,gpt-4o-mini,v2_structured,20251205_160208,train
5099,스포츠,감정 표현 스타일,명령/요청문,상대 팀도 강하지만 우리는 더 강해.,"The opposing team is strong, but we are stronger.",gpt-4o-mini,v2_structured,20251205_160208,train
5274,기후/날씨,대화체,명령/요청문,태풍이 온다고 해.,They say a typhoon is coming.,gpt-4o-mini,v2_structured,20251205_160208,train
1157,건강,뉴스 기사체,비교문,금연은 폐 건강에 긍정적 영향을 미치지만 담배를 끊기가 쉽지 않다.,"Quitting smoking positively affects lung health, yet it is often difficult to stop.",gpt-4o-mini,v2_structured,20251205_160208,train
6383,고객센터,뉴스 기사체,원인·결과문,"고객이 불만을 제기하였기 때문에, 우리는 신속히 대응할 것입니다.","Since the customer raised a complaint, we will respond promptly.",gpt-4o-mini,v2_structured,20251205_160208,train
8766,자기계발,뉴스 기사체,원인·결과문,독서는 지식을 넓히는 좋은 방법이에요.,Reading is a great way to expand your knowledge.,gpt-4o-mini,v2_structured,20251205_160208,train
4278,경제/금융,대화체,복문,부동산 시장이 다시 활기를 찾고 있다고 해.,They say the real estate market is finding its vitality again.,gpt-4o-mini,v2_structured,20251205_160208,train
1047,건강,문어체(보고서 스타일),원인·결과문,숙면 부족은 집중력 저하를 유발합니다.,Lack of sleep causes decreased concentration.,gpt-4o-mini,v2_structured,20251205_160208,train
8377,IT/AI,감정 표현 스타일,단문,클라우드 기술이 발전하면서 편리해졌어.,"With the advancements in cloud technology, things have become more convenient.",gpt-4o-mini,v2_structured,20251205_160208,train
8193,IT/AI,SNS 스타일,단문,머신러닝이 모든 산업에 영향을 미쳐.,Machine learning affects every industry.,gpt-4o-mini,v2_structured,20251205_160208,train
4413,경제/금융,SNS 스타일,조건문,비트코인이 상승하면 다른 자산에도 영향을 줄 수 있어.,"If Bitcoin rises, it may impact other assets as well.",gpt-4o-mini,v2_structured,20251205_160208,train
8272,IT/AI,뉴스 기사체,조건문,데이터 분석이 정확하면 더 나은 결정을 내릴 수 있습니다.,"When data analysis is accurate, better decisions can be made.",gpt-4o-mini,v2_structured,20251205_160208,train
4746,스포츠,대화체,단문,올림픽은 매 4년마다 열리죠.,The Olympics are held every four years.,gpt-4o-mini,v2_structured,20251205_160208,train
7074,문화/예술,고객센터 안내 스타일,조건문,문화 행사에 참여하고 싶으시다면 미리 예약하세요.,"If you wish to participate in the cultural event, please make a reservation in advance.",gpt-4o-mini,v2_structured,20251205_160208,train
7818,직장 관계,뉴스 기사체,원인·결과문,자율성이 보장되면 직원의 창의성이 발휘된다.,"When autonomy is guaranteed, employee creativity flourishes.",gpt-4o-mini,v2_structured,20251205_160208,train
1632,식당,뉴스 기사체,비교문,"이 식당은 서비스가 빠른 반면, 요리가 별로다.","While this restaurant has fast service, the dishes are not impressive.",gpt-4o-mini,v2_structured,20251205_160208,train
